ID,CUSTOMER_NAME,STORE_NAME,AMOUNT,TRANSACTION_DATE,STATUS   
14624,Mariana Rubbia,"Amazon, Napoli",1190,2013-03-03,Dispute
14625,Cecilia Petrocelli,"Coop, Milano",1326,2020-10-02,Undis
14626,Gianpaolo Renault,"Coop, Messina",1837,2020-11-09,Undis
14627,Pier Casadei,"Coop, Roma",1566,2014-03-19,Disputed     
14628,Filippa Antonelli,"Ikea, Napoli",1612,2017-10-18,Undisp
14629,Maurilio Gigli,"Euronics, Napoli",1143,2014-09-03,Dispu
14630,Luciano Raurica,"Euronics, Reggio Calabria",1521,2014-0
14631,Etta Alboni,"Ikea, Catanzaro",1765,2012-08-08,Undispute
14632,Gabriella Renier,"Amazon, Torino",1612,2013-05-25,Dispu
14633,Camillo Crisafulli,"Unieuro, Milano",1078,2019-05-05,Di
14634,Mattia Foscari,"Apple, Genova",1752,2019-06-08,Disputed
14635,Gianpaolo Paolucci,"Microsoft, Milano",1754,2017-04-21,
14636,Aurora Pistoletto,"Apple, Messina",1931,2014-05-07,Disp
14637,Temistocle Trentini,"Ikea, Messina",1291,2015-08-21,Und
14638,Liana Satta,"Mediaworld, Palermo",1518,2020-03-21,Undis
14639,Sergius Calgari,"Expert, Milano",1374,2016-05-12,Undisp
14640,Antonello Maffei,"Unieuro, Torino",1992,2015-01-06,Undi
14641,Ronaldo Zabarella,"Expert, Catanzaro",1137,2013-02-27,U
14642,Pierpaolo Carullo,"Microsoft, Napoli",1420,2020-09-24,U
14643,Lazzaro Bataglia,"Amazon, Napoli",1868,2017-08-07,Dispu
14644,Silvestro Nosiglia,"Microsoft, Reggio Calabria",1949,20
14645,Elena Casadei,"Unieuro, Milano",1684,2019-02-05,Undispu
14646,Pietro Rismondo,"Apple, Torino",1771,2021-01-01,Undispu
14647,Fiorino Cocci,"Coop, Reggio Calabria",1486,2018-09-06,U
14648,Bianca Pausini,"Expert, Messina",1350,2012-09-11,Disput
14649,Lucrezia Pacillo,"Mediaworld, Reggio Calabria",1527,201
14650,Amedeo Lupo,"Coop, Catanzaro",1785,2014-10-12,Undispute
14651,Carlo Calgari,"Coop, Torino",1193,2021-05-27,Undisputed
14652,Sylvia Crisafulli,"Apple, Reggio Calabria",1221,2011-10
14653,Fredo Tanzini,"Expert, Catania",1297,2017-11-14,Undispu
14654,Pierpaolo Tanzini,"Ikea, Catania",1323,2018-07-31,Undis
14655,Lazzaro Lettiere,"Microsoft, Messina",1227,2021-02-18,U
14656,Paulina Tacchini,"Apple, Catanzaro",1632,2015-07-10,Und
14657,Ludovica Crisafulli,"Amazon, Milano",1844,2014-09-05,Un
14658,Salvi Pasolini,"Unieuro, Roma",1735,2019-03-31,Disputed
14659,Giampaolo Verdone,"Microsoft, Milano",1736,2019-03-16,D
14660,Ugo Pirandello,"Ikea, Torino",1446,2018-09-22,Disputed 
14661,Mattia Nosiglia,"Microsoft, Genova",1177,2021-09-01,Dis
14662,Etta Crisafulli,"Unieuro, Torino",1926,2017-05-27,Dispu
14663,Gelsomina Bataglia,"Euronics, Palermo",1928,2019-04-07,
14664,Puccio Antonelli,"Euronics, Napoli",1455,2015-12-26,Und
14665,Mariana Stucchi,"Expert, Napoli",1027,2013-09-09,Undisp
14666,Adamo Emo,"Amazon, Catania",1308,2015-09-27,Disputed   
14667,Letizia Parpinel,"Expert, Catanzaro",1019,2011-11-27,Un
14668,Giada Strangio,"Coop, Reggio Calabria",1689,2013-05-14,
14669,Adelasia Sibilia,"Decathlon, Catania",1674,2015-02-04,U
14670,Piergiorgio Savorgnan,"Expert, Milano",1119,2012-08-08,
14671,Gabriele Pistoletto,"Ikea, Torino",1723,2019-12-19,Disp
14672,Gabriella Contarini,"Decathlon, Milano",1691,2013-04-17
14673,Gian Corcos,"Expert, Napoli",1627,2016-03-21,Disputed  
14674,Gianluigi Pisani,"Mediaworld, Torino",1533,2020-01-14,D
14675,Temistocle Panzera,"Amazon, Roma",1935,2021-06-30,Dispu
14676,Griselda Pace,"Amazon, Messina",1610,2018-06-01,Dispute
14677,Carlo Balotelli,"Apple, Roma",1234,2012-05-14,Undispute
14678,Sylvia Camiscione,"Amazon, Roma",1453,2018-06-15,Undisp
14679,Sandra Corcos,"Unieuro, Genova",1892,2013-02-10,Dispute
14680,Nino Tamborini,"Mediaworld, Catania",1895,2014-02-21,Di
14681,Enzo Bersani,"Apple, Catanzaro",1029,2018-05-16,Undispu
14682,Giulio Montanelli,"Coop, Reggio Calabria",1696,2011-10-
14683,Fiorino Alboni,"Unieuro, Roma",1930,2020-12-15,Disputed
14684,Filippa Stucchi,"Mediaworld, Napoli",1643,2012-09-23,Di
14685,Ermes Piazzi,"Amazon, Milano",1164,2016-07-18,Disputed 
14686,Pier Nosiglia,"Euronics, Torino",1448,2015-08-25,Undisp
14687,Loredana Sibilia,"Microsoft, Reggio Calabria",1341,2014
14688,Luciano Trentini,"Mediaworld, Reggio Calabria",1265,201
14689,Antonello Satta,"Microsoft, Torino",1984,2016-06-27,Und
14690,Carlo Tozzo,"Coop, Palermo",1312,2014-08-07,Undisputed 
14691,Sylvia Calgari,"Apple, Torino",1449,2012-04-18,Disputed
14692,Lina Sollima,"Expert, Napoli",1340,2012-06-22,Disputed 
14693,Fulvio Natta,"Ikea, Catania",1490,2016-04-04,Undisputed
14694,Piergiorgio Giulietti,"Unieuro, Catanzaro",1115,2012-07
14695,Silvio Giannotti,"Apple, Roma",1967,2013-02-28,Disputed
14696,Romina Antonelli,"Decathlon, Genova",1788,2011-12-03,Un
14697,Etta Crisafulli,"Expert, Napoli",1881,2012-04-12,Undisp
14698,Angelica Pisani,"Unieuro, Reggio Calabria",1635,2014-07
14699,Ludovica Camiscione,"Amazon, Torino",1346,2014-10-15,Un
14700,Adamo Cocci,"Decathlon, Catania",1868,2021-01-03,Disput
14701,Camillo Sibilia,"Expert, Messina",1738,2016-12-28,Dispu
14702,Luigi Vezzali,"Decathlon, Messina",1794,2014-03-08,Disp
14703,Puccio Squarcione,"Coop, Milano",1172,2017-10-20,Undisp
14704,Luigi Pacillo,"Unieuro, Catanzaro",1842,2014-01-14,Undi
14705,Pietro Renier,"Decathlon, Reggio Calabria",1292,2013-05
14706,Filippa Nordio,"Expert, Catania",1871,2014-10-09,Undisp
14707,Alessia Fracci,"Unieuro, Catania",1113,2020-11-11,Dispu
14708,Umberto Bocca,"Apple, Messina",1528,2014-01-31,Disputed
14709,Alessia Cafarchia,"Unieuro, Catania",1941,2015-11-20,Di
14710,Gianluigi Rismondo,"Unieuro, Roma",1979,2018-06-11,Disp
14711,Amedeo Nosiglia,"Decathlon, Milano",1944,2017-06-04,Und
14712,Adele Bombieri,"Decathlon, Catania",1460,2020-05-14,Dis
14713,Etta Sollima,"Expert, Catanzaro",1669,2021-07-18,Undisp
14714,Nicolò Gonzaga,"Apple, Torino",1292,2019-05-17,Undisput
14715,Letizia Taliercio,"Apple, Napoli",1016,2020-04-16,Undis
14716,Gaetano Taliercio,"Expert, Catania",1325,2018-02-08,Dis
14717,Sergius Cociarelli,"Mediaworld, Napoli",1320,2018-03-06
14718,Puccio Gonzaga,"Amazon, Catanzaro",1260,2021-06-22,Disp
14719,Umberto Giulietti,"Euronics, Torino",1176,2018-11-10,Di
14720,Giulietta Raurica,"Unieuro, Catanzaro",1408,2015-01-11,
14721,Sylvia Rubbia,"Unieuro, Napoli",1459,2019-12-10,Undispu
14722,Adamo Trentini,"Apple, Messina",1653,2019-08-13,Dispute
14723,Etta Cociarelli,"Coop, Napoli",1404,2021-01-14,Disputed
14724,Giampaolo Tacchini,"Euronics, Genova",1824,2015-08-08,U
14725,Giulio Balbi,"Decathlon, Torino",1826,2012-08-23,Disput
14726,Martino Tamborini,"Expert, Napoli",1452,2013-01-19,Disp
14727,Alfredo Renault,"Amazon, Napoli",1950,2017-01-04,Disput
14728,Luciano Verdone,"Euronics, Messina",1261,2018-02-19,Dis
14729,Pierpaolo Papetti,"Euronics, Genova",1168,2020-08-03,Di
14730,Germana Chinnici,"Microsoft, Catanzaro",1987,2015-01-12
14731,Lazzaro Foscari,"Expert, Palermo",1618,2020-10-26,Dispu
14732,Cecilia Raurica,"Coop, Catania",1866,2012-07-27,Dispute
14733,Pierpaolo Lettiere,"Mediaworld, Catanzaro",1675,2020-03
14734,Puccio Fracci,"Expert, Roma",1941,2021-07-15,Disputed  
14735,Elena Gonzaga,"Unieuro, Catania",1391,2019-02-06,Disput
14736,Loredana Cafarchia,"Decathlon, Messina",1618,2012-12-16
14737,Lucrezia Papetti,"Unieuro, Napoli",1316,2020-08-31,Disp
14738,Lucrezia Berrè,"Decathlon, Milano",1227,2015-11-08,Disp
14739,Pier Rinaldi,"Euronics, Napoli",1606,2011-11-22,Dispute
14740,Elena Giradello,"Coop, Roma",1027,2014-11-26,Disputed  
14741,Martino Bocca,"Decathlon, Messina",1360,2014-09-20,Undi
14742,Silvio Pistoletto,"Expert, Reggio Calabria",1519,2017-1
14743,Giada Golgi,"Unieuro, Catanzaro",1317,2019-03-03,Disput
14744,Giulietta Pistoletto,"Expert, Messina",1970,2013-01-12,
14745,Temistocle Trentini,"Euronics, Milano",1675,2012-10-27,
14746,Gianluigi Berrè,"Unieuro, Roma",1916,2011-11-19,Dispute
14747,Lodovico Gonzaga,"Expert, Roma",1072,2021-08-16,Dispute
14748,Carlo Maffei,"Decathlon, Milano",1918,2020-08-07,Disput
14749,Giulio Emo,"Microsoft, Roma",1064,2015-06-18,Undisputed
14750,Gabriele Zabarella,"Expert, Palermo",1544,2019-10-13,Di
14751,Carlo Panzera,"Amazon, Roma",1276,2013-11-08,Undisputed
14752,Carlo Bossi,"Apple, Messina",1306,2015-11-01,Disputed  
14753,Giulio Sibilia,"Decathlon, Milano",1114,2015-12-07,Disp
14754,Camilla Tozzo,"Euronics, Torino",1147,2021-08-19,Disput
14755,Vanessa Casadei,"Expert, Palermo",1423,2015-02-26,Undis
14756,Ronaldo Solimena,"Unieuro, Torino",1372,2016-05-08,Undi
14757,Temistocle Piazzi,"Amazon, Messina",1862,2014-02-18,Und
14758,Pierpaolo Donatoni,"Unieuro, Genova",1365,2020-04-11,Un
14759,Gabriele Tanzini,"Unieuro, Palermo",1955,2016-12-15,Dis
14760,Paola Giannotti,"Decathlon, Napoli",1605,2017-12-22,Dis
14761,Luigi Zoppetti,"Apple, Palermo",1095,2017-01-04,Dispute
14762,Lina Tomasini,"Euronics, Napoli",1631,2017-05-06,Undisp
14763,Ronaldo Sgalambro,"Expert, Genova",1081,2020-12-23,Undi
14764,Pier Tozzo,"Expert, Milano",1367,2017-07-25,Undisputed 
14765,Gabriella Bataglia,"Microsoft, Torino",1567,2017-01-30,
14766,Ludovica Gelli,"Coop, Milano",1122,2015-06-08,Undispute
14767,Luciano Pisani,"Microsoft, Catania",1929,2019-07-19,Und
14768,Pietro Foscari,"Amazon, Roma",1280,2012-04-03,Undispute
14769,Eleanora Lupo,"Euronics, Napoli",1600,2012-08-12,Undisp
14770,Salvatore Pistoletto,"Mediaworld, Milano",1618,2020-04-
14771,Vanessa Bataglia,"Amazon, Genova",1908,2018-05-18,Dispu
14772,Isabella Sibilia,"Ikea, Palermo",1425,2014-02-06,Undisp
14773,Gianni Casadei,"Coop, Roma",1456,2015-06-13,Undisputed 
14774,Germana Tresoldi,"Expert, Torino",1363,2020-10-23,Dispu
14775,Mariana Paolucci,"Coop, Messina",1064,2015-07-02,Disput
14776,Silvestro Squarcione,"Microsoft, Messina",1357,2018-01-
14777,Salvatore Trentini,"Decathlon, Messina",1193,2014-11-08
14778,Luigi Tozzo,"Ikea, Roma",1648,2019-08-04,Disputed      
14779,Paulina Bossi,"Ikea, Torino",1386,2017-12-13,Undisputed
14780,Umberto Squarcione,"Apple, Torino",1942,2014-12-07,Undi
14781,Pier Papetti,"Apple, Genova",1883,2013-07-03,Disputed  
14782,Maurilio Fracci,"Unieuro, Palermo",1676,2015-03-24,Undi
14783,Gianpaolo Paolucci,"Coop, Messina",1095,2015-12-02,Undi
14784,Aurora Lupo,"Amazon, Napoli",1260,2016-09-01,Undisputed
14785,Sergius Fracci,"Amazon, Messina",1410,2014-12-09,Undisp
14786,Liana Giulietti,"Mediaworld, Palermo",1599,2019-06-11,D
14787,Martino Tozzo,"Euronics, Messina",1659,2018-09-29,Dispu
14788,Alfredo Pisani,"Mediaworld, Reggio Calabria",1339,2012-
14789,Eva Canova,"Apple, Genova",1272,2018-04-19,Undisputed  
14790,Sergius Emo,"Mediaworld, Palermo",1872,2016-02-12,Undis
14791,Bianca Stucchi,"Expert, Palermo",1064,2013-02-21,Undisp
14792,Luigi Nibali,"Euronics, Napoli",1400,2015-05-09,Undispu
14793,Ludovica Giulietti,"Unieuro, Messina",1277,2021-07-25,D
14794,Luciano Squarcione,"Ikea, Torino",1971,2014-04-08,Undis
14795,Camillo Foscari,"Decathlon, Torino",1967,2017-04-21,Dis
14796,Martino Bersani,"Amazon, Catanzaro",1867,2019-06-28,Dis
14797,Manuel Vianello,"Microsoft, Milano",1217,2015-03-31,Und
14798,Silvio Vittadello,"Expert, Catanzaro",1123,2019-04-09,U
14799,Enzo Alboni,"Mediaworld, Catanzaro",1307,2013-10-17,Und
14800,Lodovico Natta,"Microsoft, Catania",1434,2019-05-04,Und
14801,Camilla Gelli,"Unieuro, Genova",1474,2018-12-24,Dispute
14802,Giulietta Ricci,"Apple, Messina",1869,2013-09-14,Disput
14803,Alessandro Pisani,"Mediaworld, Milano",1609,2021-09-03,
14804,Ludovica Carullo,"Decathlon, Reggio Calabria",1807,2016
14805,Umberto Crisafulli,"Apple, Reggio Calabria",1744,2018-0
14806,Pierpaolo Gonzaga,"Amazon, Torino",1291,2020-09-01,Undi
14807,Sandra Pasolini,"Microsoft, Napoli",1980,2016-04-14,Dis
14808,Amedeo Paolucci,"Coop, Milano",1464,2012-03-18,Undisput
14809,Letizia Stein,"Unieuro, Catanzaro",1752,2014-03-29,Undi
14810,Liana Golgi,"Unieuro, Milano",1086,2018-08-25,Disputed 
14811,Gianluigi Balbi,"Coop, Catania",1095,2014-12-27,Undispu
14812,Filippa Tanzini,"Coop, Reggio Calabria",1111,2013-09-23
14813,Fulvio Sgalambro,"Ikea, Torino",1748,2014-01-02,Undispu
14814,Ronaldo Papetti,"Expert, Messina",1313,2017-02-26,Dispu
14815,Michelotto Verdone,"Apple, Torino",1159,2014-05-25,Undi
14816,Michelotto Fracci,"Coop, Milano",1255,2016-10-18,Disput
14817,Adele Traversa,"Mediaworld, Genova",1529,2019-11-05,Und
14818,Annunziata Bixio,"Coop, Genova",1295,2016-04-06,Undispu
14819,Gianni Petrocelli,"Euronics, Catania",1400,2012-07-27,D
14820,Gaetano Nosiglia,"Ikea, Milano",1741,2016-11-29,Dispute
14821,Camilla Cafarchia,"Coop, Torino",1667,2014-04-30,Disput
14822,Romina Squarcione,"Ikea, Torino",1810,2016-05-30,Disput
14823,Sante Zoppetti,"Coop, Reggio Calabria",1984,2019-01-07,
14824,Pier Traversa,"Ikea, Catania",1837,2014-02-25,Undispute
14825,Sandra Traversa,"Expert, Genova",1556,2020-10-10,Disput
14826,Azeglio Giulietti,"Unieuro, Torino",1117,2019-06-24,Dis
14827,Romina Renier,"Coop, Catania",1567,2012-08-21,Undispute
14828,Mattia Lettiere,"Decathlon, Reggio Calabria",1129,2020-
14829,Sandra Pacillo,"Euronics, Napoli",1098,2015-10-06,Dispu
14830,Eva Natta,"Expert, Torino",1306,2019-05-23,Undisputed  
14831,Alfredo Chinnici,"Microsoft, Palermo",1023,2016-09-27,U
14832,Gino Paolucci,"Microsoft, Catania",1508,2016-04-05,Disp
14833,Umberto Bersani,"Unieuro, Genova",1821,2018-09-07,Dispu
14834,Salvi Corcos,"Ikea, Milano",1260,2014-11-30,Disputed   
14835,Nicolò Bossi,"Microsoft, Messina",1481,2018-05-16,Dispu
14836,Amedeo Squarcione,"Ikea, Napoli",1244,2016-02-12,Undisp
14837,Sante Maffei,"Microsoft, Catanzaro",1383,2017-07-13,Dis
14838,Lina Beccheria,"Microsoft, Napoli",1023,2017-03-18,Undi
14839,Camilla Verdone,"Amazon, Catania",1099,2016-09-29,Undis
14840,Manuel Bixio,"Amazon, Reggio Calabria",1902,2021-07-26,
14841,Paulina Donatoni,"Microsoft, Roma",1423,2021-07-09,Undi
14842,Lazzaro Gonzaga,"Amazon, Reggio Calabria",1194,2016-10-
14843,Ermes Berrè,"Amazon, Torino",1049,2014-01-23,Disputed  
14844,Sandra Bixio,"Microsoft, Milano",1282,2012-10-15,Undisp
14845,Ludovica Tomasini,"Apple, Messina",1914,2020-10-02,Disp
14846,Romina Pace,"Mediaworld, Catania",1525,2018-01-04,Dispu
14847,Gianluigi Carullo,"Amazon, Catanzaro",1167,2018-11-12,U
14848,Gaetano Antonelli,"Coop, Palermo",1808,2012-08-11,Undis
14849,Laureano Tanzini,"Coop, Palermo",1034,2018-04-07,Undisp
14850,Amedeo Bersani,"Coop, Genova",1577,2020-10-15,Undispute
14851,Salvi Renault,"Ikea, Reggio Calabria",1063,2018-05-27,U
14852,Sandra Antonelli,"Microsoft, Milano",1917,2016-12-17,Di
14853,Gelsomina Squarcione,"Coop, Catania",1114,2019-07-10,Un
14854,Sante Golgi,"Euronics, Palermo",1537,2014-07-08,Dispute
14855,Camillo Bixio,"Decathlon, Roma",1928,2017-01-23,Undispu
14856,Cipriano Bersani,"Ikea, Roma",1306,2021-06-16,Undispute
14857,Maurilio Gelli,"Ikea, Genova",1331,2014-04-30,Undispute
14858,Liana Balotelli,"Unieuro, Catania",1563,2017-08-08,Undi
14859,Sandra Bersani,"Microsoft, Catanzaro",1623,2016-09-05,U
14860,Silvestro Pace,"Mediaworld, Torino",1272,2012-01-05,Dis
14861,Giada Stein,"Expert, Napoli",1523,2018-08-10,Undisputed
14862,Griselda Berrè,"Microsoft, Torino",1813,2016-03-11,Undi
14863,Ermenegildo Vianello,"Ikea, Palermo",1630,2012-02-17,Un
14864,Bianca Tomasini,"Amazon, Napoli",1982,2014-10-12,Disput
14865,Nicolò Bocca,"Mediaworld, Genova",1877,2015-04-07,Undis
14866,Pierpaolo Ricci,"Microsoft, Napoli",1772,2019-09-20,Und
14867,Pierpaolo Foscari,"Expert, Genova",1587,2016-01-08,Disp
14868,Camillo Bataglia,"Decathlon, Catanzaro",1256,2012-10-09
14869,Sergius Chinnici,"Ikea, Genova",1054,2012-05-11,Undispu
14870,Paulina Tacchini,"Unieuro, Napoli",1686,2016-08-21,Undi
14871,Fiorino Verdone,"Ikea, Torino",1946,2015-01-25,Disputed
14872,Liana Bombieri,"Expert, Palermo",1899,2017-09-02,Disput
14873,Amedeo Renier,"Microsoft, Genova",1637,2020-05-05,Dispu
14874,Paulina Nibali,"Microsoft, Milano",1817,2013-06-03,Disp
14875,Cipriano Strangio,"Expert, Torino",1778,2019-07-29,Disp
14876,Alessandro Stucchi,"Euronics, Palermo",1950,2013-12-25,
14877,Gianpaolo Corcos,"Euronics, Torino",1065,2020-02-13,Dis
14878,Giampaolo Stucchi,"Microsoft, Messina",1466,2018-05-03,
14879,Salvi Pasolini,"Ikea, Catania",1253,2020-03-07,Disputed
14880,Gianmarco Vezzali,"Mediaworld, Roma",1636,2014-10-02,Un
14881,Etta Bajamonti,"Decathlon, Palermo",1401,2014-06-23,Und
14882,Eva Berrè,"Apple, Catania",1310,2015-05-24,Undisputed  
14883,Giulio Traversa,"Coop, Reggio Calabria",1288,2017-06-28
14884,Ermenegildo Pacillo,"Decathlon, Palermo",1691,2015-10-0
14885,Martino Bocca,"Ikea, Palermo",1470,2014-07-19,Undispute
14886,Puccio Golgi,"Unieuro, Milano",1322,2020-02-26,Disputed
14887,Adele Savorgnan,"Mediaworld, Napoli",1912,2011-12-04,Un
14888,Gabriella Foscari,"Coop, Palermo",1969,2021-01-15,Undis
14889,Amedeo Papetti,"Amazon, Roma",1555,2013-05-30,Disputed 
14890,Luigi Squarcione,"Ikea, Napoli",1726,2011-11-07,Undispu
14891,Gianpaolo Zoppetti,"Microsoft, Catania",1465,2018-08-03
14892,Liberto Casadei,"Coop, Catania",1310,2021-09-03,Undispu
14893,Piergiorgio Sollima,"Apple, Messina",1435,2015-07-19,Un
14894,Angelica Maffei,"Coop, Catania",1797,2014-03-17,Undispu
14895,Lina Giulietti,"Coop, Milano",1570,2012-03-16,Undispute
14896,Aurora Bocca,"Coop, Messina",1643,2012-05-08,Disputed  
14897,Carlo Bajamonti,"Ikea, Catanzaro",1485,2014-07-21,Dispu
14898,Cipriano Zoppetti,"Ikea, Torino",1890,2014-05-11,Undisp
14899,Giampaolo Pace,"Ikea, Reggio Calabria",1407,2018-07-07,
14900,Ronaldo Montanelli,"Microsoft, Napoli",1368,2012-05-01,
14901,Puccio Tozzo,"Amazon, Palermo",1130,2020-02-18,Undisput
14902,Gino Carullo,"Amazon, Reggio Calabria",1931,2012-02-03,
14903,Pietro Tanzini,"Coop, Messina",1527,2015-02-03,Undisput
14904,Germana Renier,"Expert, Roma",1725,2016-08-11,Undispute
14905,Camillo Pacillo,"Unieuro, Catania",1933,2017-12-10,Undi
14906,Ugo Satta,"Coop, Catania",1712,2017-10-20,Undisputed   
14907,Osvaldo Capone,"Unieuro, Torino",1568,2016-06-13,Undisp
14908,Gianni Bixio,"Amazon, Reggio Calabria",1326,2021-03-24,
14909,Osvaldo Verdone,"Mediaworld, Roma",1691,2018-02-12,Disp
14910,Adele Satta,"Unieuro, Torino",1779,2016-02-05,Disputed 
14911,Sergius Renault,"Euronics, Messina",1298,2019-11-04,Und
14912,Costanzo Contarini,"Microsoft, Torino",1610,2020-07-27,
14913,Michelotto Foscari,"Apple, Milano",1139,2016-06-18,Undi
14914,Enzo Petrocelli,"Decathlon, Napoli",1752,2013-06-08,Und
14915,Antonello Vianello,"Mediaworld, Palermo",1642,2013-06-1
14916,Liberto Rubbia,"Coop, Roma",1574,2017-12-25,Disputed   
14917,Salvatore Natta,"Decathlon, Palermo",1952,2011-10-03,Un
14918,Antonello Armellini,"Euronics, Catania",1886,2016-09-25
14919,Umberto Nosiglia,"Expert, Milano",1768,2021-05-01,Dispu
14920,Etta Pausini,"Unieuro, Napoli",1755,2012-08-19,Undisput
14921,Gian Panzera,"Mediaworld, Roma",1949,2020-05-16,Dispute
14922,Griselda Giulietti,"Amazon, Catania",1555,2019-05-10,Un
14923,Gianni Bocca,"Mediaworld, Messina",1113,2013-04-27,Disp
14924,Elena Alboni,"Coop, Napoli",1375,2013-01-06,Undisputed 
14925,Temistocle Renault,"Euronics, Palermo",1692,2012-01-22,
14926,Martino Panzera,"Mediaworld, Catanzaro",1928,2013-07-16
14927,Gelsomina Chinnici,"Microsoft, Reggio Calabria",1112,20
14928,Luigi Capone,"Apple, Catanzaro",1728,2014-12-10,Undispu
14929,Martino Squarcione,"Microsoft, Napoli",1473,2020-04-11,
14930,Temistocle Renault,"Euronics, Catania",1021,2018-08-14,
14931,Giulio Ricci,"Ikea, Genova",1699,2018-06-25,Disputed   
14932,Letizia Pace,"Mediaworld, Torino",1411,2020-01-17,Undis
14933,Sante Tresoldi,"Euronics, Palermo",1874,2013-09-14,Undi
14934,Fiorino Sibilia,"Euronics, Milano",1521,2018-10-24,Undi
14935,Amedeo Bombieri,"Ikea, Napoli",1810,2019-09-12,Disputed
14936,Martino Traversa,"Coop, Genova",1907,2012-04-28,Undispu
14937,Romina Pisani,"Amazon, Messina",1030,2014-06-07,Undispu
14938,Eleanora Cociarelli,"Mediaworld, Genova",1764,2015-03-2
14939,Alessia Corcos,"Expert, Messina",1217,2020-09-28,Disput
14940,Manuel Capone,"Mediaworld, Reggio Calabria",1908,2021-0
14941,Lucrezia Contarini,"Microsoft, Napoli",1303,2018-07-04,
14942,Fiorino Giradello,"Mediaworld, Catania",1042,2013-06-26
14943,Ugo Gelli,"Coop, Reggio Calabria",1093,2014-08-03,Dispu
14944,Liberto Tanzini,"Expert, Roma",1721,2013-08-08,Undisput
14945,Aurora Montanelli,"Microsoft, Genova",1645,2012-08-19,U
14946,Maurilio Pacillo,"Coop, Messina",1089,2013-07-21,Undisp
14947,Sante Calgari,"Coop, Palermo",1409,2019-02-15,Disputed 
14948,Silvestro Bersani,"Coop, Messina",1754,2019-03-28,Undis
14949,Rodolfo Strangio,"Mediaworld, Reggio Calabria",1354,201
14950,Mattia Solimena,"Amazon, Messina",1526,2014-07-23,Dispu
14951,Sandra Alboni,"Apple, Messina",1483,2016-05-12,Disputed
14952,Martino Bersani,"Mediaworld, Palermo",1986,2014-05-28,D
14953,Gianni Trentini,"Microsoft, Palermo",1752,2015-05-13,Di
14954,Alfredo Tanzini,"Unieuro, Genova",1244,2020-05-16,Undis
14955,Camilla Pistoletto,"Ikea, Catania",1709,2017-01-12,Disp
14956,Michelotto Tamborini,"Amazon, Catania",1094,2015-12-23,
14957,Elena Pasolini,"Amazon, Catania",1113,2015-01-22,Disput
14958,Romina Stucchi,"Euronics, Genova",1297,2020-03-15,Undis
14959,Laureano Maffei,"Microsoft, Messina",1017,2014-07-21,Di
14960,Piergiorgio Carli,"Mediaworld, Reggio Calabria",1899,20
14961,Carlo Petrocelli,"Euronics, Catanzaro",1587,2016-03-21,
14962,Ugo Natta,"Amazon, Catania",1696,2013-12-16,Undisputed 
14963,Ugo Cafarchia,"Ikea, Messina",1383,2017-03-04,Undispute
14964,Sandra Stucchi,"Apple, Palermo",1239,2016-02-11,Dispute
14965,Bianca Raurica,"Amazon, Catanzaro",1319,2015-09-10,Disp
14966,Mattia Contarini,"Unieuro, Messina",1745,2020-08-15,Und
14967,Ugo Pirandello,"Apple, Roma",1355,2021-03-11,Disputed  
14968,Osvaldo Pisani,"Apple, Catania",1380,2020-08-14,Undispu
14969,Ugo Emo,"Amazon, Palermo",1797,2019-12-18,Undisputed   
14970,Adamo Carli,"Unieuro, Palermo",1108,2016-07-29,Disputed
14971,Sandra Cociarelli,"Unieuro, Catania",1846,2021-05-04,Un
14972,Alessandro Sollima,"Microsoft, Milano",1136,2013-07-25,
14973,Umberto Bixio,"Unieuro, Torino",1961,2020-08-19,Dispute
14974,Gabriella Canova,"Apple, Genova",1877,2019-09-19,Undisp
14975,Ugo Alboni,"Unieuro, Reggio Calabria",1355,2021-07-07,D
14976,Ronaldo Giradello,"Amazon, Milano",1112,2012-09-16,Undi
14977,Ugo Crisafulli,"Apple, Palermo",1535,2019-02-09,Dispute
14978,Carlo Nordio,"Expert, Torino",1629,2020-06-21,Undispute
14979,Elena Sibilia,"Microsoft, Genova",1478,2017-04-13,Dispu
14980,Gabriele Strangio,"Expert, Palermo",1744,2014-04-30,Und
14981,Adele Renault,"Ikea, Reggio Calabria",1642,2012-04-24,D
14982,Liana Tozzo,"Unieuro, Messina",1050,2014-11-22,Disputed
14983,Salvi Lupo,"Mediaworld, Roma",1007,2016-11-30,Disputed 
14984,Germana Capone,"Coop, Reggio Calabria",1371,2018-01-22,
14985,Luciano Balbi,"Mediaworld, Napoli",1449,2019-06-08,Undi
14986,Lodovico Fracci,"Decathlon, Catania",1815,2016-01-17,Un
14987,Griselda Paolucci,"Amazon, Torino",1609,2020-04-02,Disp
14988,Giada Giannotti,"Expert, Messina",1171,2013-05-07,Dispu
14989,Fiorino Smirnoff,"Coop, Catania",1707,2013-03-02,Disput
14990,Puccio Berrè,"Ikea, Messina",1311,2011-12-19,Undisputed
14991,Liberto Bajamonti,"Euronics, Reggio Calabria",1516,2015
14992,Gianluigi Golgi,"Mediaworld, Catania",1172,2017-06-08,U
14993,Ronaldo Pausini,"Unieuro, Catanzaro",1151,2014-09-21,Un
14994,Gian Vezzali,"Mediaworld, Genova",1909,2012-03-12,Undis
14995,Gelsomina Renault,"Amazon, Napoli",1553,2012-04-17,Undi
