ID,CUSTOMER_NAME,STORE_NAME,AMOUNT,TRANSACTION_DATE,STATUS
7709,Amleto Iannuzzi,Toldo-Trebbi SPA,1470,2013-04-19,Undisputed
7710,Iolanda Bacosi,Moresi Group,1802,2015-04-17,Disputed
7711,Alessia Bacosi,Visconti-Trupiano Group,1708,2018-02-02,Disputed
7712,Severino Vespucci,Schiavo SPA,1810,2018-11-28,Disputed
7713,Mario Turci,Satta-Pertile s.r.l.,1671,2016-04-17,Undisputed
7714,Adriana Cianciolo,Scarpa-Gentilini SPA,1613,2018-12-24,Undisputed
7715,Gianni Pedrazzini,Leblanc-Ritacca SPA,1762,2013-03-03,Disputed
7716,Adriana Lussu,"Falier, Norbiato e Zanazzo Group",1258,2019-02-27,Disputed
7717,Melania Carnera,"Renzi, Franceschi e Jacuzzi Group",1946,2018-03-10,Disputed
7718,Mirco Giannuzzi,Abba s.r.l.,1883,2015-05-07,Undisputed
7719,Ferdinando Chiesa,"Guglielmi, Interiano e Binaghi Group",1667,2014-01-23,Disputed
7720,Valentina Abba,Donatoni e figli,1469,2014-08-26,Undisputed
7721,Severino Siffredi,Micca-Vecoli SPA,1130,2018-01-14,Undisputed
7722,Luca Brunelleschi,Trincavelli SPA,1998,2017-06-25,Disputed
7723,Gaetano Vitturi,"Curci, Cutuli e Treves Group",1642,2015-06-12,Disputed
7724,Giacobbe Coardi,Mondadori Group,1595,2018-09-06,Undisputed
7725,Severino Scarfoglio,Pisano-Cremonesi e figli,1590,2016-07-09,Undisputed
7726,Giuseppe Milanesi,Avogadro-Farnese s.r.l.,1415,2018-04-17,Undisputed
7727,Giorgia Pulci,Respighi-Bondumier e figli,1362,2012-06-29,Disputed
7728,Cipriano Ossola,Gaiatto e figli,1799,2017-08-04,Undisputed
7729,Ferdinando Dandolo,Muratori e figli,1529,2019-04-07,Disputed
7730,Valentina Scarlatti,Bassi Group,1334,2020-10-28,Disputed
7731,Nanni Righi,Toldo-Dallapé e figli,1698,2018-08-06,Undisputed
7732,Griselda Giannetti,Parpinel-Chiappetta SPA,1693,2014-07-30,Disputed
7733,Ugolino Caccioppoli,Casini e figli,1459,2019-04-13,Disputed
7734,Nicola Corcos,Giammusso-Castioni e figli,1945,2014-07-16,Undisputed
7735,Liana Tamburello,"Errigo, Giradello e Montesano s.r.l.",1504,2015-03-27,Undisputed
7736,Clelia Zoppetti,Verdone Group,1168,2019-10-13,Undisputed
7737,Michelotto Chechi,"Combi, Lupo e Lucarelli s.r.l.",1249,2015-06-14,Disputed
7738,Maurizio Camuccini,"Marenzio, Samele e Broschi e figli",1479,2019-02-06,Undisputed
7739,Antonio Baglioni,Dibiasi-Renzi s.r.l.,1419,2019-11-01,Undisputed
7740,Alfredo Tron,"Scandone, Crespi e Depero Group",1189,2015-01-24,Undisputed
7741,Costantino Rinaldi,Venturi Group,1771,2016-04-30,Undisputed
7742,Antonino Villadicani,"Fagotto, Puccini e Ioppi s.r.l.",1755,2018-01-05,Undisputed
7743,Gianna Beffa,Lucciano-Toso s.r.l.,1515,2012-09-15,Undisputed
7744,Sole Piccinni,Giammusso SPA,1328,2015-04-27,Disputed
7745,Greco Capecchi,"Pedroni, Cannizzaro e Merisi s.r.l.",1853,2018-06-06,Undisputed
7746,Serena Vespucci,Lombardi-Caboto Group,1923,2017-07-05,Disputed
7747,Giovanna Delle,Pizzetti Group,1290,2015-06-10,Disputed
7748,Delfino Vigorelli,Favata s.r.l.,1111,2013-03-12,Disputed
7749,Michelotto Zito,Gualandi-Poerio s.r.l.,1183,2014-07-02,Undisputed
7750,Paola Pratesi,"Meucci, Panicucci e Barese Group",1663,2017-12-02,Undisputed
7751,Guido Foà,Bettoni SPA,1519,2019-09-20,Undisputed
7752,Mirco Guinizzelli,"Marangoni, Naccari e Pellico Group",1552,2017-02-10,Undisputed
7753,Costantino Pisani,Schiavo SPA,1430,2013-12-13,Undisputed
7754,Alfredo Valentino,Virgilio-Finetti SPA,1097,2013-11-07,Disputed
7755,Alberico Pausini,Tamburello s.r.l.,1877,2015-06-01,Undisputed
7756,Valentina Sordi,Abba-Gelli Group,1513,2015-05-14,Disputed
7757,Gemma Gilardoni,"Bonaventura, Abate e Fagotto Group",1737,2020-11-28,Disputed
7758,Ugolino Cociarelli,Spanevello-Toldo e figli,1496,2012-06-28,Disputed
7759,Griselda Zamengo,"Casalodi, Villadicani e Mazzi s.r.l.",1256,2021-08-28,Disputed
7760,Ruggiero Modigliani,Ferretti-Ceschi e figli,1404,2017-08-12,Undisputed
7761,Gaetano Trupiano,"Armellini, Giolitti e Tuzzolino Group",1259,2020-06-25,Disputed
7762,Carla Giulietti,Mazzanti-Iadanza e figli,1651,2016-05-24,Disputed
7763,Luchino Vigorelli,Pacelli-Marcacci SPA,1944,2013-05-05,Disputed
7764,Ferdinando Crispi,Mondaini-Camuccini SPA,1116,2015-09-04,Disputed
7765,Zaira Zichichi,"Andreotti, Galvani e Mercadante e figli",1307,2020-11-06,Undisputed
7766,Alphons Ferrazzi,Pisaroni SPA,1832,2019-05-29,Disputed
7767,Temistocle Vecellio,"Simeoni, Avogadro e Giovine e figli",1419,2020-12-18,Disputed
7768,Dolores Piccinni,Mazzacurati-Ruggeri s.r.l.,1236,2013-04-29,Disputed
7769,Riccardo Berlusconi,Vecoli Group,1684,2014-06-17,Undisputed
7770,Francesca Ferrabosco,Nitti-Cadorna Group,1732,2017-04-17,Undisputed
7771,Amanda Ossani,Bongiorno s.r.l.,1592,2019-10-31,Undisputed
7772,Bianca Pietrangeli,Garzoni Group,1411,2016-01-25,Undisputed
7773,Mario Casarin,Renault-Grimani e figli,1824,2013-06-29,Disputed
7774,Pierluigi Bragadin,Faggiani-Micca s.r.l.,1451,2017-05-16,Undisputed
7775,Jacopo Luxardo,Guidone-Medici Group,1232,2012-02-12,Undisputed
7776,Benedetto Majewski,"Udinese, Petrocelli e Malpighi Group",1859,2017-10-26,Undisputed
7777,Luchino Taliani,Pistoletto Group,1106,2012-06-24,Disputed
7778,Eliana Nitto,Pacetti Group,1314,2014-07-12,Disputed
7779,Pierluigi Vitturi,Golgi-Albertini s.r.l.,1496,2014-09-19,Undisputed
7780,Giorgia Piccinni,"Nicoletti, Tartini e Deledda Group",1891,2012-06-22,Undisputed
7781,Paola Bignardi,Celentano s.r.l.,1192,2017-08-09,Undisputed
7782,Sonia Ferrata,"Salata, Gulotta e Pizzo SPA",1251,2014-03-30,Undisputed
7783,Puccio Cociarelli,Bonomo SPA,1039,2014-11-26,Undisputed
7784,Isa Milanesi,Cuda s.r.l.,1257,2018-05-07,Undisputed
7785,Giorgia Trupiano,Dibiasi SPA,1992,2019-03-27,Undisputed
7786,Achille Finetti,Petralli-Lombardo SPA,1720,2020-05-11,Disputed
7787,Gianmarco Berrè,Udinesi SPA,1263,2019-10-18,Undisputed
7788,Serena Sagnelli,Brichese-Tamburi e figli,1830,2015-06-23,Undisputed
7789,Donna Polesel,"Sonnino, Monicelli e Maggioli s.r.l.",1585,2021-04-24,Undisputed
7790,Temistocle Pizzetti,Barese SPA,1035,2020-02-14,Disputed
7791,Bettina Magrassi,Lollobrigida Group,1371,2019-08-30,Undisputed
7792,Adele Vigorelli,Comisso Group,1817,2020-03-20,Disputed
7793,Greco Polesel,Villadicani SPA,1880,2012-11-25,Disputed
7794,Flavio Maspero,Palumbo-Ferrari SPA,1247,2013-10-11,Disputed
7795,Pierina Pedrazzini,Pistoletto-Bergoglio e figli,1949,2019-07-14,Disputed
7796,Lamberto Spallanzani,Tamburi-Tresoldi s.r.l.,1127,2013-09-10,Undisputed
7797,Ubaldo Barese,"Bajardi, Siffredi e Saragat s.r.l.",1656,2018-03-23,Disputed
7798,Sandro Morpurgo,Chechi Group,1895,2021-03-13,Undisputed
7799,Bettina Scarfoglio,"Goldoni, Chindamo e Matteotti s.r.l.",1927,2012-02-18,Disputed
7800,Amleto Durante,Conti Group,1402,2015-12-20,Undisputed
7801,Mario Bonatti,Pontecorvo s.r.l.,1290,2015-08-23,Disputed
7802,Lando Dandolo,"Goldstein, Bernetti e Trebbi SPA",1504,2012-04-15,Disputed
7803,Ottone Monduzzi,Baglioni-Soprano SPA,1197,2016-03-13,Disputed
7804,Elmo Ferrata,"Cuomo, Salvini e Anguillara Group",1857,2011-12-07,Undisputed
7805,Luciana Scaramucci,Mondadori-Filogamo s.r.l.,1207,2015-06-08,Disputed
7806,Raffaele Pisaroni,Miniati e figli,1079,2016-04-13,Undisputed
7807,Livia Sordi,Vespa SPA,1610,2015-08-09,Undisputed
7808,Carla Papafava,Tozzo e figli,1680,2017-02-01,Disputed
7809,Stella Frescobaldi,Anichini Group,1514,2018-06-29,Undisputed
7810,Mariano Frescobaldi,Cesaroni SPA,1613,2016-07-01,Disputed
7811,Gioachino Crispi,"Pederiva, Toso e Camuccini s.r.l.",1407,2018-11-14,Undisputed
7812,Aria Cafarchia,"Zarlino, Donà e Pellico Group",1956,2017-10-24,Disputed
7813,Pierangelo Barese,"Barsanti, Bacosi e Bajardi Group",1392,2016-04-29,Undisputed
7814,Ottavio Vespucci,Gigli-Viola e figli,1106,2017-06-27,Disputed
7815,Enrico Sandi,Renzi s.r.l.,1680,2016-08-08,Disputed
7816,Gustavo Fabrizi,Salgari-Bernini s.r.l.,1575,2012-11-09,Disputed
7817,Ottavio Toselli,Napolitano-Collina Group,1660,2019-07-16,Undisputed
7818,Benedetto Sraffa,"Lercari, Greggio e Giovine SPA",1336,2016-06-26,Disputed
7819,Adriana Trebbi,Sforza-Mengolo e figli,1938,2012-05-20,Undisputed
7820,Enzio Basso,"Vanvitelli, Pennetta e Piccio e figli",1527,2016-01-14,Undisputed
7821,Gianmarco Galvani,Zoppetto SPA,1018,2020-03-10,Undisputed
7822,Carla Scalera,Romano-Curci s.r.l.,1097,2015-09-01,Disputed
7823,Margherita Caccioppoli,Traversa-Catalano SPA,1609,2016-10-02,Undisputed
7824,Ivo Canevascini,Villarosa-Tornatore Group,1365,2012-09-03,Undisputed
7825,Beppe Trebbi,Eco-Grossi s.r.l.,1001,2015-01-08,Disputed
7826,Victoria Russo,Balotelli s.r.l.,1183,2017-04-06,Disputed
7827,Beppe Iannotti,Puglisi e figli,1722,2012-03-11,Undisputed
7828,Cipriano Ferrata,Chigi-Mazzocchi s.r.l.,1575,2016-11-14,Disputed
7829,Vincenza Finetti,Persico SPA,1961,2013-04-27,Disputed
7830,Giuliana Bragadin,"Pasolini, Costalonga e Marenzio Group",1554,2016-12-22,Disputed
7831,Massimiliano Finetti,Brancaccio-Olivetti e figli,1422,2013-05-24,Disputed
7832,Bettina Marangoni,Fornaciari-Niggli SPA,1067,2020-12-02,Undisputed
7833,Riccardo Fabrizi,Galuppi SPA,1993,2019-03-11,Disputed
7834,Nicola Nitto,Mercantini s.r.l.,1878,2014-08-20,Undisputed
7835,Margherita Milanesi,"Gatto, Casellati e Sagese e figli",1014,2016-02-27,Undisputed
7836,Giuliana Sauli,Pincherle-Balbo Group,1421,2014-05-23,Undisputed
7837,Veronica Barese,Traetta SPA,1912,2016-09-03,Disputed
7838,Leonardo Leoncavallo,Cappelli-Manunta Group,1109,2017-08-31,Disputed
7839,Gloria Depero,"Doria, Fagiani e Marangoni SPA",1902,2015-11-30,Undisputed
7840,Gelsomina Conti,Onisto Group,1826,2016-12-06,Disputed
7841,Daniele Martucci,"Modiano, Bevilacqua e Gagliardi s.r.l.",1424,2018-04-29,Undisputed
7842,Sandro Granatelli,Gianvecchio-Gottardi e figli,1330,2019-08-05,Undisputed
7843,Loretta Cignaroli,Parini s.r.l.,1323,2019-06-18,Undisputed
7844,Enzo Ferrabosco,"Napolitano, Moresi e Stradivari s.r.l.",1700,2014-03-09,Disputed
7845,Uberto Errani,Bianchi-Rosiello SPA,1827,2014-12-13,Disputed
7846,Simone Sandi,"Cafarchia, Zanichelli e Vespa SPA",1671,2017-04-13,Disputed
7847,Ranieri Pacelli,"Saraceno, Caruso e Romiti e figli",1456,2016-11-08,Undisputed
7848,Dina Togliatti,"Tozzo, Agostinelli e Giannetti s.r.l.",1073,2016-11-12,Undisputed
7849,Annetta Sollima,Curatoli-Trobbiani e figli,1461,2020-12-21,Disputed
7850,Paola Pisaroni,Parini-Natta e figli,1018,2016-01-22,Disputed
7851,Puccio Silvestri,Barzini-Tamburello Group,1318,2013-03-17,Undisputed
7852,Liana Baglioni,"Broschi, Barbarigo e Corcos SPA",1196,2013-05-13,Undisputed
7853,Annunziata Segrè,Tamborini-Scandone s.r.l.,1441,2017-04-23,Disputed
7854,Camilla Rinaldi,"Cattaneo, Casaleggio e Zanazzo s.r.l.",1297,2018-09-17,Disputed
7855,Griselda Costalonga,Querini e figli,1099,2014-04-02,Undisputed
7856,Agostino Brunelleschi,Ortese s.r.l.,1352,2020-03-13,Undisputed
7857,Sole Vigorelli,"Gualandi, Volta e Borgia s.r.l.",1971,2017-08-18,Undisputed
7858,Aria Depero,Milanesi s.r.l.,1782,2013-12-10,Undisputed
7859,Eliana Fabrizi,Manolesso-Peano e figli,1931,2020-11-07,Undisputed
7860,Camillo Geraci,Tosto-Totino s.r.l.,1629,2014-12-26,Disputed
7861,Arnulfo Trevisan,Gremese-Mantegna e figli,1822,2017-04-17,Undisputed
7862,Giuliana Raurica,Staglieno e figli,1373,2020-04-02,Undisputed
7863,Ezio Amato,Bresciani-Bazzi Group,1498,2015-04-09,Disputed
7864,Greca Granatelli,Sollima-Leblanc s.r.l.,1705,2013-05-31,Disputed
7865,Sophia Piccinni,Ferragamo-Ruffini Group,1111,2021-03-08,Undisputed
7866,Daria Saragat,Scarpetta-Ceci SPA,1935,2020-09-24,Undisputed
7867,Marina Rossi,Badoer s.r.l.,1900,2020-08-25,Disputed
7868,Iolanda Murri,Conti SPA,1003,2017-01-30,Disputed
7869,Agostino Berrè,"Agostini, Stein e Priuli e figli",1450,2019-11-11,Disputed
7870,Amleto Pietrangeli,Sonnino-Scialpi Group,1130,2020-12-11,Disputed
7871,Gelsomina Trebbi,Bernetti Group,1859,2019-04-04,Disputed
7872,Claudia Conte,Mennea SPA,1804,2012-08-03,Disputed
7873,Dolores Pellegrini,"Ponti, Cremonesi e Argurio s.r.l.",1164,2021-06-23,Disputed
7874,Jacopo Tron,Navone SPA,1810,2019-08-06,Undisputed
7875,Luchino Pellico,Pometta Group,1713,2013-04-04,Disputed
7876,Greco Bodoni,"Morabito, Bertoli e Zanazzo e figli",1166,2012-11-13,Undisputed
7877,Alina Armellini,"Galeati, Tuzzolino e Vento s.r.l.",1160,2019-07-01,Disputed
7878,Fernanda Tamburello,Rusticucci e figli,1826,2019-01-24,Undisputed
7879,Agostino Villadicani,Gagliardi-Lettiere s.r.l.,1859,2018-11-05,Disputed
7880,Adriana Monaco,Garrone SPA,1312,2020-10-31,Disputed
7881,Mario Faugno,"Govoni, Mazzi e Caccianemico Group",1440,2019-10-25,Disputed
7882,Victoria Rossi,"Calvo, Sauli e Vivaldi Group",1477,2015-07-10,Undisputed
7883,Ubaldo Pacelli,Alighieri-Trevisani e figli,1756,2013-11-18,Disputed
7884,Romeo Carnera,Impastato s.r.l.,1323,2014-09-04,Disputed
7885,Dante Disdero,"Sanudo, Muratori e Gelli Group",1469,2015-04-13,Undisputed
7886,Giuseppina Rossellini,Curatoli-Ricci Group,1974,2017-12-16,Undisputed
7887,Livio Finetti,"Castioni, Piacentini e Luxardo s.r.l.",1266,2021-09-12,Disputed
7888,Carmelo Cassarà,Gotti-Gramsci SPA,1466,2020-07-06,Undisputed
7889,Cipriano Morrocco,"Ruffini, Maderna e Tartini SPA",1351,2018-10-23,Disputed
7890,Valerio Donà,Pezzali-Guarana e figli,1898,2019-09-05,Undisputed
7891,Camilla Vitturi,"Galvani, Trombetta e Casadei Group",1301,2018-03-27,Disputed
7892,Greca Rossetti,Soranzo-Antonini SPA,1093,2012-11-09,Undisputed
7893,Aria Scarfoglio,"Chinnici, Mercadante e Platini s.r.l.",1426,2013-11-04,Undisputed
7894,Marcello Chiesa,"Broggini, Telesio e Pirelli Group",1498,2019-05-07,Disputed
7895,Romina Bragadin,Marenzio e figli,1353,2016-09-21,Undisputed
7896,Benedetto Littizzetto,"Barzini, Ruffini e Scotti e figli",1843,2012-05-31,Disputed
7897,Fernanda Porcellato,Parpinel-Soprano SPA,1494,2020-07-31,Undisputed
7898,Ernesto Aporti,Trobbiani-Gabrieli s.r.l.,1632,2021-04-29,Disputed
7899,Melania Iannotti,"Trussardi, Bignardi e Cristoforetti Group",1739,2015-03-28,Disputed
7900,Annunziata Foà,"Cundari, Sagredo e Agostini e figli",1796,2015-05-04,Undisputed
7901,Victoria Ruffini,Carli SPA,1014,2012-03-20,Undisputed
7902,Ivo Ferrazzi,Zaccardo SPA,1695,2013-03-31,Disputed
7903,Serafina Finetti,Zanichelli e figli,1754,2019-09-24,Disputed
7904,Nedda Brunelleschi,Bosurgi-Volta Group,1573,2018-02-08,Disputed
7905,Donna Conti,Curatoli-Boito s.r.l.,1711,2015-12-04,Disputed
7906,Ermanno Cheda,"Scamarcio, Pucci e Foletti SPA",1255,2016-03-19,Undisputed
7907,Jolanda Donini,"Roero, Donati e Casaleggio Group",1893,2018-10-06,Disputed
7908,Ugolino Pausini,"Giannuzzi, Cavanna e Fuseli Group",1155,2020-12-11,Undisputed
7909,Ivan Depero,"Correr, Giannelli e Balbi SPA",1659,2018-01-30,Undisputed
7910,Milo Pisacane,Capone-Alighieri e figli,1223,2021-01-18,Undisputed
7911,Ugolino Paruta,Tasso Group,1000,2017-12-04,Disputed
7912,Greca Milanesi,Michelangeli-Bajardi s.r.l.,1404,2014-03-28,Undisputed
7913,Puccio Pellico,"Busoni, Costanzi e Sagese s.r.l.",1903,2015-06-11,Disputed
7914,Stella Comencini,"Esposito, Geraci e Zeffirelli s.r.l.",1800,2020-08-16,Disputed
7915,Gianni Capone,Opizzi-Lussu SPA,1765,2020-06-01,Undisputed
7916,Fulvio Finetti,"Vidoni, Barillaro e Bertolucci SPA",1535,2015-01-01,Disputed
7917,Maria Bianchini,Marenzio-Ferrata e figli,1963,2014-02-22,Undisputed
7918,Antonino Zoppetti,Greggio-Aloisio Group,1715,2019-08-11,Undisputed
7919,Arnulfo Juvara,Cugia e figli,1666,2020-03-04,Undisputed
7920,Nicola Zacchia,Romiti-Bonanno s.r.l.,1914,2015-04-14,Disputed
7921,Eugenia Magrassi,Schiavone SPA,1605,2017-08-28,Undisputed
7922,Arnulfo Pratesi,Casellati-Piacentini Group,1077,2017-09-07,Undisputed
7923,Enrico Canevascini,Comisso-Visconti s.r.l.,1781,2020-08-13,Disputed
7924,Panfilo Littizzetto,Anichini-Lancisi SPA,1884,2012-12-07,Undisputed
7925,Roberto Celentano,Giusti SPA,1742,2020-06-25,Undisputed
7926,Amanda Guinizzelli,Guglielmi e figli,1980,2016-01-06,Disputed
7927,Michelotto Biagiotti,Petrucelli Group,1250,2017-03-25,Disputed
7928,Isa Rinaldi,Nitti-Mazzi e figli,1556,2013-08-26,Undisputed
7929,Mario Sagnelli,Ossola-Chiappetta e figli,1599,2013-09-02,Undisputed
7930,Filippa Piccinni,Redi Group,1922,2018-05-21,Undisputed
7931,Ottavio Sollima,Detti SPA,1514,2021-04-06,Undisputed
7932,Fernanda Pizzamano,"Bettoni, Giolitti e Procacci Group",1609,2014-05-10,Disputed
7933,Renata Sgalambro,Niscoromni-Magnani s.r.l.,1963,2015-01-13,Undisputed
7934,Ferdinando Ruggeri,"Regge, Moccia e Doria Group",1105,2017-10-15,Disputed
7935,Costantino Bertolucci,Saragat-Semitecolo e figli,1341,2015-12-25,Disputed
7936,Antonina Sagnelli,Ferrabosco-Errani e figli,1538,2015-11-28,Undisputed
7937,Eugenia Camanni,"Inzaghi, Perini e Pelli Group",1533,2012-01-20,Disputed
7938,Beppe Scaramucci,Favata SPA,1554,2018-11-02,Disputed
7939,Annunziata Visintini,Comencini SPA,1904,2013-07-23,Disputed
7940,Mariano Cignaroli,Nibali-Simeoni Group,1911,2015-03-01,Disputed
7941,Flavia Pulci,"Marcacci, Curci e Gualtieri s.r.l.",1879,2020-04-04,Disputed
7942,Flora Pacelli,"Pareto, Tozzi e Querini e figli",1496,2018-06-29,Undisputed
7943,Gioffre Murri,Gibilisco-Venier e figli,1340,2021-05-24,Disputed
7944,Bettina Angeli,Miniati Group,1562,2012-07-19,Disputed
7945,Alphons Saragat,Boaga-Cerutti s.r.l.,1444,2013-04-30,Disputed
7946,Jolanda Guinizzelli,Zacchia Group,1421,2016-01-15,Undisputed
7947,Nina Pizzetti,Santi e figli,1901,2012-03-31,Disputed
7948,Costantino Bianchini,Cesaroni SPA,1636,2015-04-02,Undisputed
7949,Rosina Blasi,Nolcini s.r.l.,1836,2020-08-13,Undisputed
7950,Baccio Scarfoglio,Regge-Iannelli e figli,1768,2011-10-13,Undisputed
7951,Melania Cociarelli,Barberini-Barracco SPA,1777,2013-02-21,Disputed
7952,Valentina Papafava,"Maffei, Sommaruga e Monaco e figli",1496,2013-12-04,Undisputed
7953,Pierluigi Polesel,"Asmundo, Oscuro e Montanelli SPA",1698,2021-03-19,Disputed
7954,Livia Endrizzi,Pincherle-Ioppi s.r.l.,1394,2014-07-27,Undisputed
7955,Nicola Magrassi,Vanvitelli-Donà s.r.l.,1716,2018-09-22,Undisputed
7956,Paolo Gualandi,Mastandrea SPA,1306,2015-05-29,Undisputed
7957,Torquato Papafava,"Montanari, Cagnin e Salata s.r.l.",1500,2020-02-02,Undisputed
7958,Alina Zoppetti,"Gori, Cicilia e Proietti Group",1772,2014-07-25,Disputed
7959,Ottone Lussu,Gremese-Mantegna e figli,1979,2019-10-12,Undisputed
7960,Bettina Milanesi,Abatantuono SPA,1152,2011-12-06,Disputed
7961,Liberto Marangoni,Chechi-Letta Group,1481,2021-05-27,Disputed
7962,Aria Giannetti,"Pagliaro, Gozzi e Rosselli s.r.l.",1416,2017-06-13,Disputed
7963,Isa Barcaccia,"Tosto, Lucciano e Muti s.r.l.",1974,2018-01-23,Disputed
7964,Sandra Nitto,Villarosa-Almagià s.r.l.,1500,2021-02-07,Disputed
7965,Cipriano Monaco,"Pizzetti, Polizzi e Modiano e figli",1487,2018-01-17,Undisputed
7966,Claudia Bersani,Carosone e figli,1427,2014-12-12,Undisputed
7967,Veronica Berlusconi,Gualtieri s.r.l.,1135,2015-12-14,Undisputed
7968,Antonina Cassarà,Dandolo-Persico Group,1616,2021-03-08,Undisputed
7969,Liliana Pizzetti,"Magrassi, Luna e Duodo SPA",1022,2016-05-03,Undisputed
7970,Valerio Rossellini,Adinolfi-Priuli e figli,1092,2020-01-05,Disputed
7971,Giacobbe Procacci,"Renault, Peano e Trillini e figli",1418,2020-08-18,Undisputed
7972,Berenice Morrocco,Durante-Fermi e figli,1495,2020-03-09,Undisputed
7973,Greca Donati,"Matteotti, Zacchia e Coppola SPA",1297,2017-08-04,Undisputed
7974,Melania Zoppetti,Bonanno s.r.l.,1500,2021-04-24,Undisputed
7975,Antonina Barcella,Pincherle-Balbo Group,1778,2015-04-16,Disputed
7976,Agostino Fischetti,Quasimodo SPA,1727,2020-03-18,Undisputed
7977,Livia Capone,Palmisano SPA,1715,2019-07-18,Disputed
7978,Adriana Fischetti,"Chechi, Guicciardini e Spallanzani s.r.l.",1578,2015-10-31,Disputed
7979,Jolanda Granatelli,Pennetta-Viola SPA,1666,2016-11-07,Undisputed
7980,Annunziata Conti,Luxardo-Bignami SPA,1226,2016-02-16,Disputed
7981,Lando Polesel,Bellocchio s.r.l.,1901,2014-11-03,Undisputed
7982,Valentina Costalonga,Borgia s.r.l.,1585,2012-08-16,Undisputed
7983,Giacobbe Ferrata,"Moschino, Gatto e Tomaselli e figli",1923,2013-04-16,Undisputed
7984,Sole Caccioppoli,Pederiva-Marinetti Group,1363,2014-01-28,Disputed
7985,Ugolino Barese,"Filippini, Esposito e Zaccagnini e figli",1195,2012-08-17,Undisputed
7986,Temistocle Conte,Manunta-Pontecorvo s.r.l.,1210,2018-01-13,Undisputed
7987,Ernesto Bixio,"Mancini, Filzi e Curiel Group",1855,2019-05-15,Disputed
7988,Aldo Toselli,Sobrero-Tron s.r.l.,1458,2016-09-21,Undisputed
7989,Adriana Villadicani,Cainero s.r.l.,1840,2021-07-21,Undisputed
7990,Luchino Niscoromni,Argenti-Benigni e figli,1772,2017-01-10,Disputed
7991,Lina Rinaldi,Abbagnale-Asprucci s.r.l.,1732,2015-04-21,Undisputed
7992,Costantino Ughi,Scarpa-Gentilini SPA,1638,2018-05-08,Disputed
7993,Milo Ughi,Mannoia SPA,1436,2012-01-06,Undisputed
7994,Romolo Draghi,Scarlatti s.r.l.,1546,2016-06-24,Disputed
7995,Mario Fabrizi,Rubbia e figli,1850,2020-04-09,Disputed
7996,Annetta Spallanzani,"Carocci, Tedesco e Ottino SPA",1038,2017-06-12,Disputed
7997,Ludovico Mezzetta,"Ricci, Saraceno e Castiglione Group",1107,2016-08-18,Undisputed
7998,Gaetano Proietti,Casadei-Praga s.r.l.,1738,2015-12-20,Disputed
7999,Gioachino Pausini,Pirelli s.r.l.,1083,2012-12-17,Undisputed
8000,Giuliana Brunelleschi,"Manunta, Petrucelli e Trezzini s.r.l.",1784,2016-06-06,Disputed
8001,Mario Scotto,"Spinola, Errani e Gabrieli Group",1634,2018-01-26,Disputed
8002,Giosuè Pizziol,"Maccanelli, Iacobucci e Impastato SPA",1580,2020-07-17,Undisputed
8003,Giuseppe Bresciani,Migliaccio-Mondaini s.r.l.,1647,2020-07-11,Undisputed
8004,Rosa Renzi,"Porzio, Ginese e Salgari SPA",1855,2016-01-22,Undisputed
8005,Mirco Greco,Vecoli e figli,1150,2013-10-07,Disputed
8006,Enrico Milanesi,Gianetti e figli,1504,2021-07-31,Disputed
8007,Arnulfo Donarelli,Righi Group,1105,2012-11-21,Disputed
8008,Bruno Lucciano,Traetta SPA,1915,2018-08-20,Disputed
8009,Livia Conti,Morosini-Scalera e figli,1090,2016-06-02,Disputed
8010,Tonia Pausini,Caccianemico Group,1032,2017-07-18,Disputed
8011,Ivan Saraceno,Grossi-Pigafetta s.r.l.,1008,2015-02-14,Disputed
8012,Nicoletta Casale,Gentili-Camilleri SPA,1172,2019-11-08,Disputed
8013,Severino Monaco,Guinizzelli e figli,1180,2018-06-22,Undisputed
8014,Etta Vitturi,Berengario-Bocca e figli,1541,2018-01-02,Disputed
8015,Sophia Comencini,Gagliardi-Druso Group,1115,2015-10-05,Undisputed
8016,Francesca Berlusconi,"Borromini, Siffredi e Nugnes Group",1033,2016-02-22,Disputed
8017,Stefano Foà,Soranzo SPA,1139,2021-01-25,Undisputed
8018,Gioachino Vigorelli,"Caracciolo, Tomasini e Almagià e figli",1435,2012-07-31,Undisputed
8019,Loretta Capone,"Fagiani, Interiano e Cuomo e figli",1408,2012-10-04,Disputed
8020,Sonia Carnera,Morandini Group,1151,2013-02-12,Undisputed
8021,Maurizio Galvani,Valier-Bonomo e figli,1031,2015-05-02,Undisputed
8022,Gianna Villadicani,Ruffini-Tremonti SPA,1810,2013-04-04,Disputed
8023,Lamberto Mezzetta,"Bonomo, Bataglia e Montessori s.r.l.",1641,2014-05-29,Undisputed
8024,Susanna Trotta,Petrucci s.r.l.,1989,2016-06-11,Disputed
8025,Camilla Luxardo,Legnante-Filippelli e figli,1733,2013-06-29,Disputed
8026,Gianni Togliatti,"Benigni, Paltrinieri e Berlusconi Group",1101,2013-01-11,Disputed
8027,Ruggiero Taliani,Villadicani e figli,1498,2017-06-01,Undisputed
8028,Sonia Magrassi,Alighieri-Salvemini SPA,1026,2019-05-17,Disputed
8029,Aria Chechi,Rocca SPA,1189,2017-05-12,Undisputed
8030,Monica Fibonacci,Iacobucci-Zeffirelli s.r.l.,1137,2016-01-04,Undisputed
