ID,CUSTOMER_NAME,STORE_NAME,AMOUNT,TRANSACTION_DATE,STATUS
1060,Benedetto Riccardi,Giammusso s.r.l.,1969,2016-02-29,Undisputed
1061,Roberto Angeli,"Spinola, Marino e Gravina SPA",1896,2014-01-11,Undisputed
1062,Teresa Scaramucci,Mantegna-Alfieri Group,1191,2017-01-25,Undisputed
1063,Romolo Gualandi,Antonelli-Magrassi e figli,1774,2021-04-05,Undisputed
1064,Nanni Scarlatti,Piccio e figli,1474,2012-05-07,Undisputed
1065,Adriano Celentano,"Lippomano, Toso e Bosurgi SPA",1696,2015-12-14,Undisputed
1066,Aria Conti,"Tiepolo, Duse e Odescalchi Group",1716,2019-07-17,Disputed
1067,Antonio Gioberti,Staglieno e figli,1845,2015-08-29,Undisputed
1068,Micheletto Foa,Bongiorno SPA,1963,2017-11-07,Disputed
1069,Antonello Greco,Ceravolo Group,1006,2017-11-11,Disputed
1070,Guido Pellegrini,Verdone e figli,1968,2014-02-16,Disputed
1071,Romina Bataglia,"Fuseli, Panicucci e Bellò Group",1078,2016-11-24,Disputed
1072,Valentina Aporti,Molesini Group,1872,2016-08-20,Disputed
1073,Filippa Donà,"Gotti, Lancisi e Monti SPA",1192,2021-02-27,Disputed
1074,Filippa Giannetti,Panicucci-Squarcione SPA,1304,2016-12-13,Disputed
1075,Corrado Sauli,Tosto-Durante Group,1377,2017-07-06,Undisputed
1076,Gustavo Fabrizi,Niggli-Giacometti s.r.l.,1851,2020-04-30,Undisputed
1077,Lamberto Monaco,Taccola SPA,1061,2020-01-22,Undisputed
1078,Claudio Giulietti,"Bonanno, Casagrande e Lucciano s.r.l.",1594,2013-10-24,Disputed
1079,Claudia Chechi,"Samele, Vendetti e Andreotti e figli",1564,2018-05-25,Undisputed
1080,Adele Morrocco,Cheda SPA,1262,2018-05-22,Disputed
1081,Antonina Farina,Andreotti e figli,1436,2016-07-28,Disputed
1082,Daria Gualandi,"Bianchini, Saffi e Cilea SPA",1598,2021-05-04,Disputed
1083,Alessandro Brunelleschi,"Giammusso, Troisi e Bosio SPA",1234,2021-02-09,Disputed
1084,Pierluigi Bonolis,Sonnino-Accardo Group,1993,2018-09-11,Disputed
1085,Corrado Dossi,Nibali SPA,1368,2017-06-01,Undisputed
1086,Stella Bacosi,Tamborini s.r.l.,1750,2013-05-28,Undisputed
1087,Stella Scalera,Toscani s.r.l.,1596,2014-12-03,Undisputed
1088,Martino Mezzetta,"Trobbiani, Peranda e Liguori e figli",1382,2015-05-20,Undisputed
1089,Antonello Donini,"Scandone, Crespi e Depero Group",1560,2020-11-05,Disputed
1090,Enzo Raurica,Giannelli-Alfonsi s.r.l.,1113,2014-01-12,Disputed
1091,Raffaello Tamburello,Zola-Rosselli Group,1151,2021-09-12,Undisputed
1092,Donna Pratesi,Mazzacurati-Polani e figli,1848,2021-06-19,Undisputed
1093,Sole Zamengo,Bulzoni-Mennea e figli,1139,2012-10-21,Undisputed
1094,Raffaele Sommaruga,Mantegazza SPA,1967,2014-05-24,Disputed
1095,Valerio Dossi,Pascarella s.r.l.,1887,2011-10-03,Undisputed
1096,Ricciotti Rastelli,"Manzoni, Tomaselli e Callegari s.r.l.",1367,2015-06-06,Disputed
1097,Donatella Caccioppoli,"Vezzali, Fo e Vespucci SPA",1223,2017-10-01,Disputed
1098,Cipriano Barcella,"Zanazzo, Peruzzi e Mezzetta Group",1367,2017-05-14,Disputed
1099,Stella Pulci,Gozzano-Bellocchio e figli,1073,2021-07-11,Undisputed
1100,Amanda Visintini,Traetta Group,1255,2017-03-30,Undisputed
1101,Ricciotti Cassarà,"Beffa, Nitto e Foletti s.r.l.",1746,2014-02-24,Undisputed
1102,Jolanda Saraceno,Musatti SPA,1552,2014-02-13,Disputed
1103,Romolo Cainero,Brenna Group,1658,2020-10-03,Disputed
1104,Isa Iannuzzi,"Ostinelli, Capecchi e Sraffa Group",1321,2021-08-03,Disputed
1105,Bruno Ossola,Pignatti-Bembo SPA,1073,2014-06-17,Disputed
1106,Costantino Dossi,Paltrinieri-Catenazzi s.r.l.,1474,2019-01-25,Disputed
1107,Nicoletta Cignaroli,Polesel-Bonolis e figli,1420,2020-10-27,Undisputed
1108,Gemma Trotta,"Pozzecco, Camiscione e Bombieri Group",1919,2012-05-25,Disputed
1109,Tonia Sordi,Travaglio s.r.l.,1232,2012-05-05,Undisputed
1110,Carla Rinaldi,Fieramosca SPA,1383,2014-07-04,Undisputed
1111,Antonio Baglioni,Salieri-Scialpi e figli,1944,2012-12-27,Undisputed
1112,Claudio Polani,Pace-Pincherle e figli,1727,2016-01-18,Undisputed
1113,Ruggiero Aporti,Dulbecco-Ciani e figli,1014,2019-01-15,Undisputed
1114,Alessandra Fabrizi,Garzoni Group,1094,2019-10-16,Undisputed
1115,Angelo Capone,Rienzo s.r.l.,1894,2021-07-27,Undisputed
1116,Ivo Piccinni,Tarchetti s.r.l.,1217,2019-09-21,Disputed
1117,Iolanda Polani,Boezio e figli,1277,2021-06-01,Undisputed
1118,Nicoletta Volta,Guariento-Carriera e figli,1498,2016-12-15,Undisputed
1119,Camilla Sobrero,Foa e figli,1018,2020-06-19,Disputed
1120,Luciana Brunello,Puccini e figli,1386,2018-12-29,Disputed
1121,Nicoletta Taliani,"Tornatore, Morricone e Cadorna SPA",1069,2018-07-23,Undisputed
1122,Ferdinando Vigorelli,Orsini-Sandi Group,1411,2020-02-02,Disputed
1123,Claudia Galuppi,"Balla, Ariosto e Disdero e figli",1880,2019-09-23,Undisputed
1124,Antonina Gucci,"Marenzio, Trevisan e Gozzano Group",1905,2020-09-24,Undisputed
1125,Liberto Barese,Tomasini e figli,1126,2015-02-24,Undisputed
1126,Ernesto Carnera,Tomasetti s.r.l.,1845,2019-11-04,Disputed
1127,Serena Cafarchia,"Sismondi, Modugno e Panzera e figli",1005,2017-01-30,Undisputed
1128,Vincentio Taliani,"Zaccardo, Saraceno e Antonacci SPA",1947,2012-04-20,Undisputed
1129,Alina Interminei,Bertoli-Pontecorvo SPA,1565,2016-01-09,Disputed
1130,Nicoletta Zito,"Marino, Tron e Greco Group",1399,2016-06-27,Disputed
1131,Flavia Forza,Renzi-Sonnino e figli,1337,2012-01-20,Undisputed
1132,Dina Togliatti,"Antelami, Pagnotto e Farinelli Group",1513,2013-07-09,Disputed
1133,Piersanti Papafava,Saracino Group,1051,2020-01-17,Disputed
1134,Maurizio Procacci,Rensi e figli,1829,2016-12-08,Undisputed
1135,Temistocle Lussu,Bocelli SPA,1906,2012-09-16,Undisputed
1136,Daria Iannuzzi,Zanichelli s.r.l.,1729,2013-06-26,Disputed
1137,Liana Geraci,Orsini-Florio SPA,1617,2021-05-22,Disputed
1138,Nanni Prada,"Cerutti, Taccola e Udinesi Group",1118,2016-08-20,Undisputed
1139,Gioele Lucciano,Solimena-Piccio s.r.l.,1453,2020-09-09,Undisputed
1140,Donatella Pausini,Lupo s.r.l.,1527,2020-01-15,Undisputed
1141,Bianca Bacosi,Chiappetta e figli,1551,2020-07-05,Undisputed
1142,Gemma Martucci,Farina e figli,1874,2015-11-26,Undisputed
1143,Giampiero Galilei,Casaleggio s.r.l.,1598,2015-04-14,Disputed
1144,Serena Dulbecco,Chindamo SPA,1685,2015-10-25,Undisputed
1145,Carla Barcaccia,Piccinni s.r.l.,1276,2018-03-09,Undisputed
1146,Santino Capecchi,"Caccianemico, Caruso e Draghi s.r.l.",1032,2013-02-15,Undisputed
1147,Marisa Ossola,"Ossola, Romagnoli e Pertile Group",1048,2015-02-12,Undisputed
1148,Mario Giannetti,Barese SPA,1449,2016-09-06,Undisputed
1149,Adelmo Papafava,Franceschi Group,1319,2013-08-03,Disputed
1150,Dante Delle,Binaghi-Mastandrea e figli,1267,2014-03-09,Undisputed
1151,Greca Carnera,Cuzzocrea SPA,1588,2013-07-20,Undisputed
1152,Donna Romiti,Innocenti-Barillaro SPA,1610,2018-08-12,Disputed
1153,Piersanti Errani,Cuda SPA,1271,2014-03-11,Disputed
1154,Antonino Chechi,"Ortese, Mengolo e Papetti Group",1262,2018-02-01,Disputed
1155,Margherita Jovinelli,Vianello Group,1795,2016-09-21,Disputed
1156,Valerio Barcella,Pavarotti-Innocenti Group,1835,2021-07-14,Undisputed
1157,Beppe Marrone,Cipolla Group,1187,2020-11-18,Disputed
1158,Beppe Pertini,Randazzo s.r.l.,1450,2015-11-30,Undisputed
1159,Vincenza Russo,"Mazzini, Galiazzo e Pisacane SPA",1832,2013-08-12,Disputed
1160,Giuseppe Iannotti,Borromeo-Medici s.r.l.,1130,2019-02-07,Disputed
1161,Milo Scaramucci,Carullo Group,1515,2014-01-08,Disputed
1162,Giorgia Giannetti,Gottardi-Bottaro SPA,1614,2013-03-21,Disputed
1163,Sole Lippomano,Montessori-Greggio e figli,1806,2019-04-13,Undisputed
1164,Stella Spallanzani,"Boiardo, Cerquiglini e Antonacci SPA",1604,2012-05-05,Disputed
1165,Annunziata Depero,Bersani Group,1602,2020-10-15,Undisputed
1166,Greca Tropea,Trupiano-Mazzacurati SPA,1540,2015-06-16,Undisputed
1167,Amleto Bajamonti,Trobbiani-Gabrieli s.r.l.,1171,2021-03-08,Disputed
1168,Greca Corcos,Nibali SPA,1252,2021-04-14,Disputed
1169,Valerio Brunelleschi,"Duse, Valentino e Pedroni SPA",1930,2012-01-06,Undisputed
1170,Ottavio Capone,Andreotti e figli,1529,2019-07-07,Disputed
1171,Lamberto Abba,Avogadro s.r.l.,1759,2013-09-11,Disputed
1172,Donatello Monicelli,"Iadanza, Cesarotti e Sagnelli SPA",1859,2016-09-01,Undisputed
1173,Annunziata Volta,"Pavarotti, Simeoni e Gaito s.r.l.",1597,2017-12-16,Undisputed
1174,Claudio Lussu,Casalodi Group,1362,2020-10-04,Undisputed
1175,Ricciotti Riccardi,Orengo-Procacci Group,1595,2013-08-23,Disputed
1176,Roberto Zito,Verdone s.r.l.,1388,2017-12-04,Undisputed
1177,Veronica Chindamo,Zoppetto-Vigliotti Group,1964,2019-02-06,Undisputed
1178,Enrico Milanesi,Galiazzo-Tommaseo Group,1436,2014-05-23,Disputed
1179,Adriana Bertoni,Gadda-Milanesi s.r.l.,1570,2019-05-17,Disputed
1180,Sandra Zacchia,Soffici e figli,1005,2021-09-01,Disputed
1181,Paolo Gucci,Gregori SPA,1266,2019-01-11,Disputed
1182,Alessandro Fibonacci,Pederiva-Tozzo e figli,1426,2013-01-30,Undisputed
1183,Livia Villadicani,"Collina, Guarneri e Pertini s.r.l.",1516,2012-10-09,Undisputed
1184,Gaetano Mercantini,"Quasimodo, Corbo e Saragat e figli",1918,2013-06-21,Undisputed
1185,Raffaele Bersani,"Ferrucci, Antelami e Treves SPA",1049,2017-04-23,Disputed
1186,Stella Berrè,"Navarria, Galiazzo e Grossi Group",1061,2018-01-16,Disputed
1187,Gaetano Trevisan,Gozzano e figli,1659,2014-11-14,Undisputed
1188,Luciana Bacosi,Gori-Tagliafierro SPA,1020,2014-04-19,Undisputed
1189,Roberta Fibonacci,"Napolitano, Moresi e Stradivari s.r.l.",1536,2017-04-27,Disputed
1190,Bettina Gozzano,Toldo-Petrucelli Group,1032,2015-10-16,Undisputed
1191,Fernanda Coardi,Iacobucci-Zeffirelli s.r.l.,1107,2013-04-01,Disputed
1192,Giorgia Russo,Piane s.r.l.,1003,2020-08-09,Undisputed
1193,Antonio Bertoni,"Bazzi, Bertolucci e Trapanese e figli",1116,2013-06-03,Undisputed
1194,Fabia Chittolini,Faggiani-Grossi s.r.l.,1938,2016-05-25,Disputed
1195,Angelica Scotto,Polesel-Gottardi s.r.l.,1776,2012-12-20,Undisputed
1196,Serena Procacci,Roth-Palladio SPA,1318,2013-08-05,Disputed
1197,Pierina Conti,"Tornatore, Sauro e Camilleri s.r.l.",1221,2020-05-09,Disputed
1198,Gaetano Bignardi,"Alboni, Pasolini e Andreozzi s.r.l.",1520,2021-08-30,Undisputed
1199,Mario Badoglio,"Zetticci, Carosone e Leonardi Group",1142,2020-04-12,Disputed
1200,Paolo Fabrizi,Cuomo-Cugia Group,1385,2016-01-24,Undisputed
1201,Ezio Bragadin,Bruno s.r.l.,1764,2015-10-29,Undisputed
1202,Dina Abba,Barcella-Lupo s.r.l.,1877,2017-04-09,Disputed
1203,Severino Schicchi,"Caracciolo, Tomasini e Almagià e figli",1002,2013-12-11,Disputed
1204,Griselda Casale,Bonino s.r.l.,1519,2013-06-28,Disputed
1205,Bartolomeo Barcella,Faggiani-Totino s.r.l.,1119,2014-02-18,Undisputed
1206,Giorgia Greco,Donatoni SPA,1071,2017-06-13,Undisputed
1207,Paola Crispi,"Marrone, Ovadia e Ricciardi e figli",1476,2016-02-01,Disputed
1208,Aldo Valentino,"Trebbi, Panicucci e Trobbiani s.r.l.",1409,2014-07-29,Undisputed
1209,Stella Solimena,Ossola-Chiappetta e figli,1827,2020-04-13,Undisputed
1210,Ottavio Sraffa,"Alboni, Pasolini e Andreozzi s.r.l.",1355,2014-08-17,Undisputed
1211,Cipriano Solari,"Regge, Falloppio e Cundari e figli",1776,2019-04-13,Undisputed
1212,Claudia Marangoni,"Trobbiani, Barracco e Ciani s.r.l.",1458,2020-05-11,Undisputed
1213,Flavia Russo,Ortese s.r.l.,1763,2014-02-06,Undisputed
1214,Leonardo Visintini,"Canetta, Renault e Taliercio SPA",1332,2014-01-06,Undisputed
1215,Delfino Pedroni,Piccinni-Nicoletti Group,1276,2016-12-04,Disputed
1216,Costantino Saraceno,"Mastroianni, Galilei e Cadorna e figli",1463,2019-03-21,Undisputed
1217,Carmelo Donati,Virgilio-Finetti SPA,1321,2020-01-02,Undisputed
1218,Alberto Vespucci,Ajello SPA,1818,2020-08-21,Disputed
1219,Francesca Tresoldi,Renier e figli,1159,2014-02-16,Disputed
1220,Corrado Chiesa,Ughi Group,1994,2014-08-09,Disputed
1221,Romolo Capone,"Antelami, Pagnotto e Farinelli Group",1108,2013-06-03,Disputed
1222,Marina Fabrizi,Petrucelli Group,1162,2014-11-09,Undisputed
1223,Ricciotti Luxardo,Merisi s.r.l.,1736,2017-11-12,Disputed
1224,Donatello Monaco,Barberini s.r.l.,1376,2015-02-03,Disputed
1225,Giovanna Depero,Procacci-Sauro s.r.l.,1824,2015-06-28,Disputed
1226,Giuseppina Bragadin,Sraffa-Serlupi Group,1739,2014-02-09,Disputed
1227,Ludovico Sauro,Traversa-Righi SPA,1864,2013-01-03,Disputed
1228,Giampiero Ariasso,"Marazzi, Agazzi e Mazzi Group",1735,2011-11-08,Disputed
1229,Alphons Bertoni,"Sonnino, Monicelli e Maggioli s.r.l.",1401,2014-05-03,Disputed
1230,Gianfrancesco Federici,Quasimodo SPA,1844,2014-04-21,Undisputed
1231,Liliana Barcaccia,"Marino, Lombardo e Marino Group",1165,2013-05-20,Undisputed
1232,Alessandro Coardi,Galiazzo-Lucchesi s.r.l.,1809,2013-09-06,Disputed
1233,Milo Beffa,Nonis e figli,1433,2020-06-26,Disputed
1234,Ermanno Bertolucci,"Morabito, Opizzi e Toselli e figli",1500,2015-11-20,Disputed
1235,Paola Crispi,"Iacovelli, Bajamonti e Borsiere s.r.l.",1325,2020-03-15,Disputed
1236,Massimiliano Pietrangeli,Marrone s.r.l.,1261,2020-06-28,Undisputed
1237,Costantino Chindamo,"Savorgnan, Asmundo e Carriera SPA",1561,2020-03-15,Undisputed
1238,Ernesto Guinizzelli,Durante-Fermi e figli,1668,2017-01-16,Disputed
1239,Ermanno Iannuzzi,"Versace, Garzoni e Scandone SPA",1562,2014-12-22,Disputed
1240,Liberto Amato,"Soranzo, Garobbio e Sabbatini SPA",1106,2012-10-20,Undisputed
1241,Massimiliano Draghi,"Bonatti, Fantoni e Ammaniti s.r.l.",1011,2015-09-19,Disputed
1242,Nedda Ferrabosco,"Fantozzi, Zoppetto e Camicione Group",1236,2011-10-14,Undisputed
1243,Severino Monicelli,Valier Group,1343,2018-01-10,Disputed
1244,Enrico Jovinelli,Grasso-Maggioli SPA,1279,2021-02-18,Disputed
1245,Giampiero Milanesi,"Bova, Boezio e Ariasso s.r.l.",1722,2019-05-03,Undisputed
1246,Ramona Bragadin,"Pepe, Tarantino e Bernini s.r.l.",1623,2012-12-10,Undisputed
1247,Rosa Ferrari,"Vanvitelli, Bramante e Rossellini Group",1314,2020-04-11,Undisputed
1248,Michelotto Errani,Trevisan-Greco e figli,1332,2014-12-24,Undisputed
1249,Nicola Brunelleschi,"Ravaglioli, Vento e Mazzacurati SPA",1940,2014-01-02,Undisputed
1250,Carmelo Amato,"Tiepolo, Ricciardi e Murialdo SPA",1328,2018-03-29,Disputed
1251,Alphons Maspero,"Gucci, Vanvitelli e Varano s.r.l.",1244,2019-04-20,Disputed
1252,Daria Baglioni,Camanni e figli,1316,2019-02-24,Disputed
1253,Adriana Galuppi,"Traversa, Calarco e Siffredi e figli",1947,2015-04-08,Disputed
1254,Nicola Renzi,Renault e figli,1825,2012-06-16,Undisputed
1255,Elmo Pedrazzini,Boitani-Viviani e figli,1733,2013-05-25,Disputed
1256,Roberto Varano,"Jilani, Ottino e Beccheria Group",1378,2019-08-15,Undisputed
1257,Camilla Gucci,Gabba-Santorio e figli,1416,2015-05-27,Disputed
1258,Serafina Pellegrini,"Vanvitelli, Pennetta e Piccio e figli",1397,2015-12-05,Disputed
1259,Daniele Fischetti,"Sordi, Gaggini e Vitturi SPA",1724,2012-10-22,Disputed
1260,Cipriano Berrè,"Anguillara, Barracco e Giannelli Group",1477,2013-11-19,Undisputed
1261,Antonina Lussu,"Dulbecco, Zeffirelli e Cossiga Group",1033,2013-09-11,Disputed
1262,Michelangelo Martucci,Volterra e figli,1182,2016-11-08,Disputed
1263,Jolanda Boiardo,Aldobrandi SPA,1609,2019-10-06,Disputed
1264,Liliana Abba,Roccabonella s.r.l.,1931,2011-12-23,Disputed
1265,Fernanda Sordi,Zola-Ajello Group,1286,2014-12-08,Disputed
1266,Pierluigi Barcaccia,"Regge, Moccia e Doria Group",1873,2018-06-06,Undisputed
1267,Stefano Oscuro,Rossi Group,1430,2015-01-19,Disputed
1268,Sandra Filangieri,Cannizzaro Group,1845,2014-03-04,Disputed
1269,Griselda Mortati,Bramante-Schiavo SPA,1161,2015-06-27,Undisputed
1270,Ludovico Antonacci,Zetticci-Valier s.r.l.,1829,2014-10-10,Disputed
1271,Rodolfo Procacci,"Vespucci, Bertoli e Luzi e figli",1099,2020-08-07,Undisputed
1272,Jacopo Ughi,Tosto Group,1172,2021-07-26,Undisputed
1273,Amleto Bajamonti,"Bosurgi, Sagredo e Toscanini s.r.l.",1139,2020-10-21,Disputed
1274,Giulia Capecchi,"Trupiano, Calarco e Carli s.r.l.",1690,2020-08-04,Disputed
1275,Coluccio Bresciani,Scarlatti s.r.l.,1490,2012-08-27,Disputed
1276,Nedda Piccinni,Orlando-Gianvecchio Group,1569,2013-01-12,Disputed
1277,Eliana Pizzamano,Casagrande SPA,1092,2018-08-13,Undisputed
1278,Pierluigi Majewski,Turci-Pellico Group,1305,2011-11-23,Disputed
1279,Greca Interminei,"Cerquiglini, Giannelli e Stradivari Group",1217,2012-02-03,Disputed
1280,Delfino Bertolucci,"Casellati, Zola e Molesini Group",1822,2014-07-04,Disputed
1281,Rosaria Tresoldi,Polesel-Gottardi s.r.l.,1151,2020-09-09,Undisputed
1282,Cipriano Babato,"Fogazzaro, Conte e Campanella Group",1820,2018-11-07,Disputed
1283,Donatella Fabrizi,"Bianchi, Scalfaro e Zamorani e figli",1275,2014-04-12,Disputed
1284,Annetta Brunello,Verdi-Bulzoni e figli,1850,2013-01-14,Undisputed
1285,Cipriano Turci,Vespucci-Palmisano e figli,1268,2016-01-09,Undisputed
1286,Alberto Vecellio,Marrone s.r.l.,1194,2015-06-06,Undisputed
1287,Ruggiero Bodoni,Ariosto s.r.l.,1817,2020-02-18,Disputed
1288,Torquato Disdero,Balotelli s.r.l.,1273,2018-03-17,Undisputed
1289,Costanzo Fabrizi,"Treves, Giusti e Greco e figli",1420,2018-10-08,Disputed
1290,Dina Celentano,Ciani SPA,1104,2011-11-20,Undisputed
1291,Antonino Bertolucci,"Guinizzelli, Sraffa e Bernetti s.r.l.",1207,2012-09-18,Undisputed
1292,Diana Palmisano,Doria-Viola s.r.l.,1224,2020-01-03,Disputed
1293,Agostino Lamborghini,"Gioberti, Carullo e Barese e figli",1745,2011-09-21,Undisputed
1294,Costantino Argurio,Offredi-Palazzo SPA,1689,2019-12-26,Undisputed
1295,Enrico Brunelleschi,Scotto-Sanguineti SPA,1140,2015-08-10,Disputed
1296,Bettina Pizzo,Bianchi s.r.l.,1328,2014-07-26,Disputed
1297,Claudia Sollima,Gullotta-Cerquiglini e figli,1153,2018-01-01,Disputed
1298,Coluccio Bignardi,Petrucelli Group,1195,2014-09-26,Disputed
1299,Iolanda Gucci,"Mancini, Mannoia e Tartaglia e figli",1342,2012-12-02,Undisputed
1300,Livia Sanguineti,Olivetti Group,1541,2012-07-16,Undisputed
1301,Valeria Morrocco,"Zito, Capone e Stefanelli SPA",1643,2017-02-07,Undisputed
1302,Antonina Majewski,"Altera, Argenti e Ruberto SPA",1382,2011-11-23,Undisputed
1303,Panfilo Bianchini,"Ruffini, Maderna e Tartini SPA",1979,2012-08-30,Disputed
1304,Vittorio Endrizzi,Zoppetti SPA,1667,2020-05-07,Undisputed
1305,Sophia Bacosi,"Collodi, Fibonacci e Interminei e figli",1530,2019-03-04,Disputed
1306,Pierluigi Depero,Andreozzi-Argentero s.r.l.,1760,2015-03-06,Disputed
1307,Barbara Giannetti,"Schiavone, Jovinelli e Merisi Group",1502,2019-06-11,Disputed
1308,Ricciotti Saragat,Durante-Parpinel s.r.l.,1106,2013-08-16,Disputed
1309,Delfino Chindamo,"Marino, Ossola e Faugno Group",1095,2017-08-01,Disputed
1310,Michelotto Iannotti,Maggioli SPA,1173,2014-04-27,Disputed
1311,Bettina Coardi,"Liverotti, Montanelli e Oliboni s.r.l.",1961,2014-02-27,Disputed
1312,Giosuè Ossola,Prati e figli,1429,2015-09-08,Disputed
1313,Severino Cafarchia,"Migliaccio, Mantegazza e Iannelli s.r.l.",1583,2015-03-23,Disputed
1314,Carmelo Modigliani,Bevilacqua-Guarneri SPA,1305,2021-01-06,Disputed
1315,Nedda Giannuzzi,"Garzoni, Mazzanti e Malaparte SPA",1591,2012-02-25,Undisputed
1316,Marina Pizzetti,"Spinola, Gemito e Almagià SPA",1892,2013-06-21,Undisputed
1317,Giuliana Celentano,"Inzaghi, Perini e Pelli Group",1735,2015-07-19,Disputed
1318,Francesca Barcaccia,Bertoli-Pontecorvo SPA,1167,2012-11-19,Disputed
1319,Ivo Scarfoglio,Brenna Group,1073,2015-05-04,Undisputed
1320,Luciana Iannuzzi,"Aporti, Smirnoff e Pastine s.r.l.",1579,2021-05-17,Disputed
1321,Aldo Barcella,Comisso e figli,1956,2013-04-09,Undisputed
1322,Margherita Villadicani,Tosto-Santoro SPA,1727,2015-08-24,Undisputed
1323,Nanni Mortati,"Gianinazzi, Lombardo e Alfonsi s.r.l.",1953,2013-07-11,Undisputed
1324,Antonino Pellegrini,Pepe-Cainero s.r.l.,1411,2013-03-26,Disputed
1325,Pierina Saragat,Zaccardo SPA,1464,2016-03-14,Disputed
1326,Gemma Bataglia,"Bazzi, Bertolucci e Trapanese e figli",1593,2017-07-20,Disputed
1327,Uberto Valmarana,Pucci Group,1317,2021-05-12,Disputed
1328,Vincenza Foa,Tarantini-Navarria SPA,1017,2020-09-07,Disputed
1329,Costanzo Pedroni,Lussu-Borsiere s.r.l.,1353,2017-08-31,Undisputed
1330,Martino Finetti,"Foconi, Accardo e Fieramosca SPA",1521,2011-09-27,Disputed
1331,Valeria Fabrizi,"Fieramosca, Peruzzi e Bajamonti SPA",1942,2016-05-19,Undisputed
1332,Dolores Bixio,Verga e figli,1099,2016-06-10,Undisputed
1333,Agostino Sobrero,Cagnin Group,1064,2016-02-22,Disputed
1334,Giulia Costalonga,"Federici, Gentili e Antonello Group",2000,2014-03-31,Undisputed
1335,Ottone Vitturi,Staglieno SPA,1270,2018-09-30,Undisputed
1336,Nicola Murri,Solari-Gagliardi SPA,1718,2017-02-28,Undisputed
1337,Dante Bignardi,Carli-Corcos e figli,1270,2020-06-05,Disputed
1338,Giacobbe Procacci,"Dallapé, Grisoni e Cesaroni SPA",1625,2013-07-14,Undisputed
1339,Enrico Baglioni,Barberini-Cortese SPA,1690,2017-04-08,Disputed
1340,Amanda Camuccini,Riccati-Tropea Group,1777,2014-03-26,Undisputed
1341,Marisa Murri,Pizzo-Ungaretti s.r.l.,1530,2019-12-08,Undisputed
1342,Liberto Delle,"Natta, Barzini e Scarpa e figli",1755,2012-01-24,Disputed
1343,Greco Jovinelli,"Bernetti, Mercati e Cociarelli Group",1114,2014-06-25,Disputed
1344,Ronaldo Siffredi,Valguarnera s.r.l.,1358,2014-06-30,Undisputed
1345,Claudia Littizzetto,Sermonti-Doria s.r.l.,1667,2016-12-27,Disputed
1346,Valerio Renzi,Vecellio-Cicala SPA,1362,2016-12-22,Undisputed
1347,Diana Paruta,Schiavo-Scarpetta Group,1543,2016-09-20,Undisputed
1348,Giosuè Depero,Manolesso-Parini s.r.l.,1491,2016-08-12,Disputed
1349,Aria Cignaroli,"Boaga, Solari e Romagnoli SPA",1648,2013-04-01,Disputed
1350,Paolo Comencini,Palmisano-Iacobucci Group,1597,2020-01-26,Undisputed
1351,Bianca Mantegazza,"Franscini, Ajello e Monti SPA",1844,2015-08-03,Disputed
1352,Camilla Moschino,Morandini-Manacorda Group,1113,2020-03-10,Undisputed
1353,Donatella Scarfoglio,Trentin SPA,1685,2015-04-19,Disputed
1354,Costantino Canevascini,"Esposito, Faranda e Respighi SPA",1202,2018-03-15,Disputed
1355,Daniele Marangoni,Tolentino-Giannini Group,1301,2013-02-19,Disputed
1356,Luciana Ariasso,Celentano-Bernetti SPA,1696,2017-02-18,Undisputed
1357,Alessandra Battelli,Berlusconi s.r.l.,1044,2013-01-10,Disputed
1358,Baccio Capone,Lattuada-Benigni Group,1835,2018-03-24,Undisputed
1359,Jacopo Interminei,Turrini e figli,1573,2013-03-30,Disputed
1360,Raffaello Riccardi,Giacconi SPA,1517,2014-03-20,Disputed
1361,Alberico Ruggeri,"Volta, Correr e Fornaciari e figli",1100,2015-01-23,Disputed
1362,Valerio Pulci,Bajardi-Malatesta s.r.l.,1002,2017-03-13,Disputed
1363,Filippa Mascheroni,"Maffei, Nicolini e Luna s.r.l.",1038,2013-10-05,Disputed
1364,Temistocle Milanesi,Mazzacurati-Polani e figli,1953,2012-10-24,Disputed
1365,Eliana Bersani,"Beccheria, Garozzo e Prati s.r.l.",1318,2016-11-24,Disputed
1366,Paola Pizzamano,"Rossini, Cagnin e Mazzanti SPA",1490,2016-08-18,Disputed
1367,Rosa Bertolucci,Cafarchia s.r.l.,1552,2016-04-19,Undisputed
1368,Liana Seddio,Guinizzelli s.r.l.,1352,2019-01-10,Disputed
1369,Ida Leoncavallo,Rapisardi s.r.l.,1264,2019-04-01,Disputed
1370,Concetta Villadicani,Donini SPA,1769,2021-08-10,Undisputed
1371,Donna Liguori,"Offredi, Pinamonte e Petrocelli Group",1647,2012-07-12,Undisputed
1372,Liliana Martucci,Vitturi-Mascagni s.r.l.,1983,2017-08-15,Disputed
1373,Ernesto Guidone,"Soderini, Manolesso e Lopresti SPA",1617,2019-07-22,Disputed
1374,Enrico Procacci,Antonelli-Bottigliero e figli,1576,2020-11-04,Disputed
1375,Guglielmo Pulci,Paltrinieri e figli,1601,2018-04-30,Disputed
1376,Pierluigi Monicelli,Monaco s.r.l.,1832,2018-06-10,Undisputed
1377,Valerio Scotto,Ruggeri-Badoglio e figli,1219,2015-01-24,Disputed
